,SST Bayspar (°C) Low Mid LOESS,SST Bayspar (°C) High LOESS,SST Bayspar (°C) Gradient
37.6,30.142029507680135,19.664697099105116,10.47733240857502
37.800000000000004,30.117810170157348,19.804626747270564,10.313183422886784
38.0,29.79732400359594,19.896216980326702,9.901107023269237
38.2,29.91838352841797,20.02761504867049,9.890768479747479
38.400000000000006,30.41854933003988,20.388298801654763,10.030250528385118
38.6,30.82114452387634,20.642540264308487,10.178604259567855
38.800000000000004,30.888105148631468,20.43793130869732,10.450173839934148
39.0,31.24330012889984,19.893322479368532,11.349977649531308
39.2,31.725161741658397,20.219082243755015,11.506079497903382
39.400000000000006,31.583163575324726,20.954924675359198,10.628238899965528
39.6,31.98183085072297,20.902984971707678,11.078845879015294
39.800000000000004,31.588974140589293,21.08704146233281,10.501932678256484
40.0,31.894431234857848,21.158284045938665,10.736147188919183
40.2,32.31579677974651,21.394927643103447,10.920869136643066
40.400000000000006,32.75570732727662,21.03331511390137,11.722392213375247
40.6,32.376383605358406,22.32488892693143,10.051494678426977
40.800000000000004,32.15385812871607,21.664078564767358,10.489779563948709
41.0,31.56112570495204,21.94351110185875,9.61761460309329
41.2,31.467799259979948,22.83033559682848,8.637463663151468
41.400000000000006,31.377305000880718,24.643460428831933,6.733844572048785
41.6,31.098224298840492,23.54185690061309,7.556367398227401
41.800000000000004,31.439072304139557,22.86096560217356,8.578106701965996
42.0,31.69119082101517,23.0940445599015,8.597146261113668
42.2,31.167759968265443,23.510448958030718,7.657311010234725
42.400000000000006,31.206303953333602,23.437053471374323,7.769250481959279
42.6,31.066979796745656,23.816687620692868,7.250292176052788
42.800000000000004,30.88631653146731,23.488604028014187,7.397712503453121
43.0,30.598394009329162,24.015751154971504,6.582642854357658
43.2,30.940669480448513,23.93512968032107,7.005539800127444
43.400000000000006,30.750548408769788,24.08357616465519,6.666972244114596
43.6,30.673183413758487,23.65629397607461,7.016889437683876
43.800000000000004,30.714744457142807,23.252779199547028,7.461965257595779
44.0,30.672491213727533,23.060189971764444,7.612301241963088
44.2,30.53677238840023,23.25914684508339,7.277625543316841
44.400000000000006,30.63282965543079,23.269539569426446,7.363290086004344
44.6,30.797952601210092,23.29708612952448,7.500866471685612
44.800000000000004,30.828727013519128,23.81090783960895,7.017819173910176
45.0,30.831162853933918,24.34600033257949,6.485162521354429
45.2,30.83359869434871,24.880316106033877,5.953282588314831
45.400000000000006,30.836034534763492,25.375055653805976,5.460978880957516
45.6,30.838470375178282,25.93948598479687,4.898984390381411
45.800000000000004,31.138760066339287,27.077701448891876,4.0610586174474115
46.0,30.438271701478797,27.689791264827218,2.7484804366515796
46.2,30.275566797873616,28.278589226147474,1.9969775717261413
46.400000000000006,30.026362843962943,28.725573989589044,1.3007888543738986
46.6,29.976949344963536,28.931953530325647,1.0449958146378897
46.800000000000004,30.076961369343593,29.478479749233443,0.5984816201101495
47.0,30.03560687995003,30.12607865493614,-0.09047177498610992
47.2,30.156650436885833,30.265332675583284,-0.10868223869745108
47.400000000000006,30.30635701762929,30.16198503799218,0.14437197963710702
47.6,30.28571519048166,30.51099011238845,-0.225274921906788
47.800000000000004,30.404942285432597,30.71572348187189,-0.3107811964392937
48.0,30.46220810562938,30.89853218771941,-0.4363240820900316
48.2,30.355144697140283,31.296648833605122,-0.9415041364648395
48.400000000000006,30.330067563128637,31.661254878160342,-1.3311873150317055
48.6,30.691521540292392,31.680012479725733,-0.9884909394333405
48.800000000000004,30.573675691578714,32.15064579165155,-1.5769701000728347
49.0,30.368868641247737,31.902258919964563,-1.5333902787168263
49.2,30.25829532339079,32.02073100546073,-1.7624356820699418
49.400000000000006,30.231318822957164,32.35486807848627,-2.123549255529106
49.6,30.160452536025552,32.505343388419476,-2.344890852393924
49.800000000000004,30.066913494346302,32.724644252099836,-2.6577307577535336
50.0,30.272498040917128,32.86734872197269,-2.5948506810555614
50.2,30.442222418707097,32.62476135028574,-2.182538931578641
50.400000000000006,30.53127026690901,32.551729936961095,-2.020459670052084
50.6,30.639240068856168,33.022576300101534,-2.383336231245366
50.800000000000004,30.83186091074697,33.25136823148848,-2.419507320741509
51.0,30.57336210182575,33.18796855152788,-2.61460644970213
51.2,30.638675440239993,33.24630576872728,-2.6076303284872893
51.400000000000006,30.47787989379286,31.799482328789235,-1.3216024349963753
51.6,30.556595290743026,33.25927412263659,-2.7026788318935644
51.800000000000004,30.67428091981091,34.06754983396366,-3.393268914152749
52.0,30.562976707967962,34.048727735329074,-3.485751027361111
52.2,30.041520684017982,34.23965237488143,-4.198131690863448
52.400000000000006,29.86614196748244,34.59535879847756,-4.729216830995121
52.6,30.011302303094702,30.120915449766333,-0.1096131466716308
52.800000000000004,30.156462638706955,35.47361569917915,-5.317153060472194
53.0,30.301622974319216,35.09842883311194,-4.796805858792723
53.2,30.065717249431508,34.95549505660625,-4.889777807174745
53.400000000000006,31.086638125008456,34.80398444852882,-3.717346323520367
53.6,30.626998806709146,34.04210901036772,-3.415110203658571
53.800000000000004,32.61179280009263,34.14385191561792,-1.5320591155252927
54.0,32.666179711473355,34.31170703741123,-1.645527325937877
54.2,32.54879763117328,33.125366975637526,-0.5765693444642466
54.400000000000006,32.2067927157948,30.244098248902343,1.9626944668924544
54.6,31.219256952449513,28.129491465532006,3.089765486917507
54.800000000000004,31.346492236008807,27.676528449504886,3.6699637865039207
55.0,30.12347203271527,25.728597523902284,4.394874508812986
55.2,28.11108670698446,25.1874112824695,2.9236754245149577
55.400000000000006,29.69758291380014,25.26819737205235,4.429385541747791
55.6,31.616380229029133,28.286097912920752,3.3302823161083808
55.800000000000004,34.24863940746886,30.27480022322388,3.9738391842449765
56.0,37.956898416978696,24.856298530321,13.100599886657697
56.2,34.577024489342804,25.713512444009968,8.863512045332836
56.400000000000006,34.17722269287369,25.247888059789613,8.929334633084078
56.6,34.99544047103443,25.26241103384636,9.733029437188069
56.800000000000004,34.91236097868144,25.276934007903108,9.635426970778333
57.0,34.560313971136644,25.291456981959854,9.26885698917679
57.2,34.231770692604385,25.305979956016603,8.925790736587782
57.400000000000006,33.90322741407215,25.32050293007335,8.582724483998799
